fen,trait,en_passant,roque,cp
rnbqk2r/ppp1ppbp/5np1/4p3/3P1P2/2N5/PPP3PP/R1BQKBNR,1,1,0,23
2br4/1p6/p2P1k2/4Rp1p/2B2P2/8/PP4P1/3K4,1,0,0,0
8/5k2/7K/6P1/8/8/8/8,1,0,0,13
7r/p3kp2/2p1pp2/2p2B2/8/8/PPPP3q/R1BQR1K1,1,0,0,-5
5rk1/3q2P1/6Q1/8/6p1/6Pp/7P/7K,1,0,0,27
2r1R1k1/5ppp/8/8/Q7/8/5PPP/6K1,0,0,0,1
3k4/5K2/4P3/8/8/8/8/8,1,0,0,8
8/8/8/2N5/1K2k3/8/2q5/8,0,0,0,-10
8/3b4/1pN2k2/p2Pp3/4P3/6P1/5K2/8,0,0,0,-46
rnbqk2r/p1p2ppp/5n2/1pbPp1B1/2p1P3/2N5/PP3PPP/R2QKBNR,1,1,0,-88
8/1pR2rpk/7p/B7/3n4/P3R2P/5PP1/6K1,0,0,0,686
1r1q1r2/1p2ppbk/p2pbnpp/8/2P1P3/1PNQ2P1/P2B1PBP/2RR2K1,0,0,0,71
rnbqkb1r/p3pppp/5n2/1p6/3P4/1Q2PN2/5PPP/RNB1KB1R,0,1,0,40
rnb1k2r/ppp1nppp/3b4/3B4/3PPp1q/8/PPP3PP/RNBQ1KNR,1,1,0,-25
r1bqkb1r/pppnpp2/3p1np1/6Bp/3PP2P/2N5/PPPQ1PP1/R3KBNR,0,1,0,62
r2r2k1/4q2p/2p1bppB/p1Pnp3/Rb2N2P/5QP1/4PPB1/2R3K1,0,0,0,-76
r1k4r/ppp1b3/4q3/6B1/1n1K2p1/8/PPP2PPP/R7,0,0,0,-3
R4nk1/6p1/8/5B2/P1pN1pbb/8/6K1/8,0,0,0,314
rn2kbnr/pp1q1ppp/4p3/2ppP3/3P4/2N2N2/PPP2PPP/R1BQK2R,1,1,0,-2
8/R4pk1/3r2p1/7p/7P/8/5PPK/8,1,0,0,0
rnbqkbnr/ppp1pppp/8/3p4/8/5N2/PPPPPPPP/RNBQKB1R,1,1,0,18
4B3/8/6k1/5p2/p4P1p/Pb6/1P4P1/6K1,0,0,0,613
8/1pR3pk/7p/B4r2/3n4/P3R2P/5PP1/6K1,1,0,0,903
8/8/8/8/5k2/5p2/8/5K2,1,0,0,0
r3k1nr/pppn1ppp/3b4/3P4/3P1pbq/P1N2N2/1PP1K1PP/R1BQ1B1R,0,1,0,-221
3k4/4PK2/8/8/8/8/8/8,0,0,0,7
4r1k1/5ppp/8/8/Q7/8/5PPP/6K1,1,0,0,1
r1b2k2/pp6/4p2Q/2npP3/8/8/Pq3PPP/R4BK1,0,0,0,0
8/8/8/2Nk4/1K6/8/2q5/8,1,0,0,-8
r1bqk1nr/1pp2ppp/p1pb4/4p3/4P3/5N2/PPPP1PPP/RNBQ1RK1,1,1,0,6
rnbq1rk1/ppp1bppp/5n2/3p2B1/8/4PQ2/PPP2PPP/RN2KBNR,1,1,0,-97
r3k2r/1p2pp2/p1npBnpb/6Qp/4P2P/1NN5/PPP2PP1/2KR2R1,0,1,0,121
2k5/3R4/2K5/8/8/8/8/8,0,0,0,3
rnbqkbnr/pp1ppppp/2p5/8/4P3/5N2/PPPP1PPP/RNBQKB1R,0,1,0,17
8/1r6/3Pkp2/7p/7p/6P1/3R1K2/8,1,0,0,0
r1bqkb1r/pppp1ppp/2n5/1B2p3/4n3/5N2/PPPP1PPP/RNBQR1K1,0,1,0,15
8/5k1K/8/6P1/8/8/8/8,0,0,0,12
8/1pk2pN1/p1p4p/7P/3R1bP1/1KP2B2/1P1n4/2r5,1,0,0,-178
8/p5p1/3kp3/PPp5/2P1pn2/7P/3KBP2/8,1,0,0,505
8/3kPK2/8/8/8/8/8/8,1,0,0,6
rnb1kbnr/ppp1pppp/8/3q4/8/2N5/PPPP1PPP/R1BQKBNR,0,1,0,47
r1kr4/ppp1b3/4q3/6B1/1n1K2p1/8/PPP2PPP/R7,1,0,0,-2
2r1r2k/8/8/4N2Q/P7/1q5P/5PP1/4R1K1,0,0,0,12
1Q2k2r/pp3ppp/2q1pn2/3r4/8/2PB3P/P4PP1/2R2RK1,0,0,0,-124
rn2kbnr/pp1q1ppp/4p3/2ppP3/3P4/2N2N2/PPP2PPP/R1BQ1RK1,0,1,0,-18
3r1rk1/p1p2ppp/2P2n2/8/6b1/2P5/P1P1QPPP/R1B2RK1,0,0,0,-358
7k/8/8/4n3/4P3/8/8/6BK,1,0,0,19
8/7K/4k3/6P1/8/8/8/8,1,0,0,12
r1bqk1nr/1pp2ppp/p1pb4/4p3/3PP3/5N2/PPP2PPP/RNBQ1RK1,0,1,0,9
1k6/3R4/2K5/8/8/8/8/8,1,0,0,3
5K2/1k2P3/1p6/pBn5/P7/8/5p2/2r5,1,0,0,-1
r3k2r/1p2p3/p1nppnpb/6Qp/4P2P/1NN5/PPP2PP1/2KR2R1,1,1,0,118
rnbqkb1r/ppp2ppp/4pn2/3P4/2p1P3/2N5/PP3PPP/R1BQKBNR,0,1,0,-106
r1bqkb1r/pp2pppp/2np1n2/2p5/2B1P3/2N2N2/PPPP1PPP/R1BQ1RK1,0,1,0,1
2k5/8/p2b4/2p5/8/2P4r/P4R2/1K2R3,1,0,0,589
r1bqk2r/pp2bppp/2n1pn2/3p2B1/2PP4/2N2N2/PP2BPPP/R2QK2R,0,1,0,-24
4B3/8/5k2/5p2/p4P1p/Pb6/1P4P1/6K1,1,0,0,633
r1bqkb1r/pppp1ppp/2nn4/1B2p3/8/5N2/PPPP1PPP/RNBQR1K1,1,1,0,13
r1b1k3/pp6/4p2Q/2npP3/8/8/Pq3PPP/R4BK1,1,0,0,0
r2qk2r/6p1/1pp1B3/3p2b1/P2Pnn1p/1NB2P1P/1PP5/R3QR1K,0,1,0,-339
7k/7N/8/8/8/8/8/6RK,0,0,0,8
8/8/8/3k4/NK6/8/2q5/8,0,0,0,-8
r2q1rk1/pbp1N1pp/1p1b4/5p2/2B5/P3PPn1/1P3P1P/2RQK2R,0,1,0,3
8/8/5kp1/6P1/2r2P1p/4RK1P/8/8,0,0,0,269
8/1r6/3Pkp2/7p/7P/8/3R1K2/8,0,0,0,0
7K/8/2Q5/8/8/8/1p6/3k4,1,0,0,21
r1bq1rk1/5pp1/2nb1n1p/pp1pN3/2pP3B/2P4P/PPB2PP1/RN1QR1K1,0,0,0,58
1kr5/p5Q1/2b1P3/q2p1p2/5P2/P1p5/2P3PP/2B1K2R,0,0,0,70
8/8/3k4/8/8/2QBK3/8/8,1,0,0,5
rnb1k2r/ppp1nppp/3b4/3B4/3PPp1q/5N2/PPP3PP/RNBQ1K1R,0,1,0,-25
r2q1rk1/1pp2pp1/1pnpbn1p/4p3/2B1P2B/P2P1N2/1PP2PPP/R2QK2R,1,1,0,7
rnb1k2r/ppp3pp/5n2/3pN3/4q3/2B5/PPP1BPPP/R2Q1RK1,0,1,0,306
2r1r3/6k1/8/4N2Q/P7/1q5P/5PP1/4R1K1,1,0,0,12
4Q3/3k1K2/8/8/8/8/8/8,0,0,0,5
8/p5p1/P2kp3/1Pp5/2P1pn2/7P/3KBP2/8,0,0,0,522
7r/p3kp2/2p1pp2/2p2B2/8/8/PPPP3q/R1BQRK2,0,0,0,-5
rnbqkbnr/pppp1ppp/8/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R,0,1,0,18
r3k2r/pppnnppp/3b4/3P4/3P1pbq/P1N2N2/1PP1K1PP/R1BQ1B1R,1,1,0,-210
3r1rk1/p1p2ppp/2P2n2/8/8/2P5/P1P1bPPP/R1B2RK1,1,0,0,-374
1Q1rk2r/pp3ppp/2q1pn2/8/8/2PB3P/P4PP1/2R2RK1,1,0,0,-125
r1bqk2r/pp2bppp/2n1pn2/6B1/2pP4/2N2N2/PP2BPPP/R2QK2R,1,1,0,-16
rnb1kbnr/ppp1pppp/8/4q3/8/2N5/PPPP1PPP/R1BQKBNR,1,1,0,77
4B3/8/5k2/5p2/p4P1p/Pb6/1P4PK/8,0,0,0,691
rnbqkbnr/pppp1ppp/8/4p3/8/7N/PPPPPPPP/RNBQKB1R,1,1,0,-32
r3k2r/1p2p3/p1nppnpb/4P1Qp/7P/1NN5/PPP2PP1/2KR2R1,0,1,0,125
8/7k/8/8/8/8/8/6RK,1,0,0,8
r3r1k1/ppp2p1p/2nb2p1/5b2/3N4/2P1BN2/PP3PPP/R3R1K1,0,0,0,-26
8/8/8/3k4/NKq5/8/8/8,1,0,0,-8
8/8/4np2/4pk1p/RNr4P/P3KP2/1P6/8,1,0,0,697
r2q1r1k/pbp1N1pp/1p1b4/5p2/2B5/P3PPn1/1P3P1P/2RQK2R,1,1,0,3
4QK2/1k6/1p6/pBn5/P7/8/5p2/2r5,0,0,0,-4
4k3/8/8/1B6/8/8/8/4K1N1,0,0,0,29
q7/6Q1/2p2p1P/3p2p1/PP2bkB1/7P/5K2/8,1,0,0,1
r1bqk1nr/1pp3pp/p1pb1p2/4p3/3PP3/5N2/PPP2PPP/RNBQ1RK1,1,1,0,173
8/6k1/8/4n3/3BP3/8/8/7K,1,0,0,18
8/6pk/3NK3/8/5N2/8/8/8,0,0,0,16
r1bqkb1r/pp3ppp/2nppn2/2p5/2B1P3/2N2N2/PPPP1PPP/R1BQ1RK1,1,1,0,21
r1kr4/ppp1b3/4q3/6B1/1n4p1/2K5/PPP2PPP/R7,0,0,0,-2
8/7K/6P1/3k4/8/8/8/8,1,0,0,11
2r1r3/6k1/6Q1/4N3/P7/1q5P/5PP1/4R1K1,0,0,0,11
r1b1k2Q/pp6/4p3/2npP3/8/8/Pq3PPP/R4BK1,0,0,0,-32
r3k2r/pppnnppp/3b4/3P4/P2P1pbq/2N2N2/1PP1K1PP/R1BQ1B1R,0,1,0,-307
4B3/6k1/8/5p2/p4P1p/Pb6/1P4PK/8,1,0,0,782
8/8/8/3k4/N1q5/K7/8/8,0,0,0,-8
R4nk1/6p1/8/5B2/P1pN2bb/5p2/6K1/8,1,0,0,543
8/3r4/3Pkp2/7p/7P/8/3R1K2/8,1,0,0,0
8/4k3/8/1B6/8/8/8/4K1N1,1,0,0,30
rnbqkb1r/p3pppp/5n2/1B6/3P4/1p2PN2/5PPP/RNBQK2R,0,1,0,81
8/6p1/3NK2k/8/5N2/8/8/8,1,0,0,16
8/8/5kp1/8/2r2PPp/4RK1P/8/8,1,0,0,308
rnb1k2r/ppp1nppp/3b4/3B3q/3PPp2/5N2/PPP3PP/RNBQ1K1R,1,1,0,0
r3k2r/1p2p3/p1n1pnpb/4p1Qp/7P/1NN5/PPP2PP1/2KR2R1,1,1,0,119
rnbqkb1r/pp3ppp/2p2n2/3P4/2p5/2N5/PP3PPP/R1BQKBNR,1,1,0,-12
r1bqkb1r/pp1npp2/2pp1np1/6Bp/3PP2P/2N5/PPPQ1PP1/2KR1BNR,0,1,0,54
rnbqk2r/p1p2ppp/5n2/1NbPp1B1/2p1P3/8/PP3PPP/R2QKBNR,0,1,0,-69
2r1r2k/8/6Q1/4N3/P7/1q5P/5PP1/4R1K1,1,0,0,11
8/1kP1K3/8/8/8/8/8/8,1,0,0,7
q7/8/2p2Q1P/3p2p1/PP2bkB1/7P/5K2/8,0,0,0,1
r1kr4/p1p1b3/4q3/1p4B1/1n4p1/2K5/PPP2PPP/R7,1,0,0,-1
r3kbnr/ppq2ppp/2n1p3/2ppP3/3P1B2/2N2N2/PPP2PPP/R2Q1RK1,1,1,0,73
r1bqk2r/pp2bppp/2n1pn2/6B1/2pP4/2N2N2/PP2BPPP/R2Q1RK1,0,1,0,-14
1rb2rk1/3nppbp/p2p2p1/Q1p5/2pPP3/5P2/PP4PP/1KN2B1R,1,0,0,-155
1k6/3R4/1K6/8/8/8/8/8,0,0,0,2
r2qkb1r/ppp1pppp/2n2n2/3p4/3P1Bb1/2P1PN2/PP3PPP/RN1QKB1R,0,1,0,11
8/8/6k1/4B3/4P3/8/8/7K,1,0,0,17
1kr5/p5Q1/1qb1P3/3p1p2/5P2/P1p5/2P3PP/2B1K2R,1,0,0,90
8/5p2/8/1P2k1p1/K3P1P1/8/2P5/8,1,0,0,14
r1bqkb1r/pp3ppp/2nppn2/2p5/2B1P3/2N2N2/PPPP1PPP/R1BQR1K1,0,1,0,0
2bq1rk1/5pp1/r1nb1n1p/pp1pN3/2pP3B/2P4P/PPB2PP1/RN1QR1K1,1,0,0,58
8/8/8/8/N1qk4/K7/8/8,1,0,0,-7
8/8/8/8/8/2K4B/5k1P/8,1,0,0,14
2br4/1p6/p2P1k2/4Rp1p/2B2P2/8/PPK3P1/8,0,0,0,0
r2r2k1/4q2p/2p1b1pB/p1Pnpp2/Rb2N2P/5QP1/4PPB1/2R3K1,1,0,0,-81
r3r1k1/1b2qpp1/p7/1p1P3Q/1P6/P7/1b4PP/4RRK1,1,0,0,-398
r1bqkb1r/pppp1ppp/3n4/1B2n3/8/8/PPPP1PPP/RNBQR1K1,1,1,0,15
4B3/6k1/8/5p2/p4P1p/Pb5K/1P4P1/8,0,0,0,797
5r2/3q2Pk/8/8/6p1/6Pp/7P/7K,1,0,0,26
r2q1rk1/1p2n1bp/3pbn2/2p1p1B1/2P2pPN/pPNP3P/P2Q1P2/2KBR1R1,0,0,0,-25
r3k3/ppp4p/2bb2p1/8/3Qqr2/1P6/PBPPN1PP/R3K2R,1,1,0,-60
8/3B4/8/8/8/2K5/5k1P/8,0,0,0,13
2k5/3R4/1K6/8/8/8/8/8,1,0,0,2
1R6/4q1pk/5pn1/b2pB1Pp/2pP2b1/p1P5/P1B1rPP1/2Q2NK1,1,0,0,336
rnbqk2r/ppp1ppbp/5np1/4P3/3P4/2N5/PPP3PP/R1BQKBNR,0,1,0,0
1Kb2n2/2P1k3/2B5/4Bppp/8/p5P1/4PP1P/8,0,0,0,525
3r2k1/1b3ppp/pb2p3/1p2P3/1P2BPnP/P1r5/1B2Q2P/R4R1K,0,0,0,-8
8/8/3k4/3B4/3K4/8/3N4/8,1,0,0,19
8/8/1K6/8/Pk6/8/5r2/8,1,0,0,-13
6k1/1p1b3p/2pp2p1/p7/2Pb2P1/1P1PpK2/P1N2R1P/1RQ5,0,0,0,960
R4nk1/6p1/8/5B2/P1pN2bb/5p2/8/5K2,0,0,0,468
7r/p3kp2/2p1pp2/2p2B2/5q2/8/PPPP4/R1BQRK2,1,0,0,-4
8/3B4/8/8/5k1P/2K5/8/8,1,0,0,9
r2q1rk1/pp1b1ppp/4p3/2bn1N2/8/1Q4P1/PP2PPBP/R1B2RK1,1,0,0,144
r4rk1/pppnnppp/3b4/3P4/P2P1pbq/2N2N2/1PP1K1PP/R1BQ1B1R,1,0,0,-300
r3k2r/1p2p3/p1n1pnpQ/4p2p/7P/1NN5/PPP2PP1/2KR2R1,0,1,0,135
r3r1k1/ppp2p1p/3b2p1/5b2/3n4/2P1BN2/PP3PPP/R3R1K1,1,0,0,-24
8/1pR3pk/7p/5r2/8/P1B2R1P/5PP1/6K1,0,0,0,9
5N2/1p6/7k/p3p1p1/P3b3/6KP/6P1/8,1,0,0,-334
2r1bN1k/p3n1p1/1p6/3B1R2/2P5/P2Pb1PP/1B5K/5R2,1,0,0,728
q7/8/2p2Q1P/3p1bp1/PP3kB1/7P/5K2/8,1,0,0,1
2r2rk1/p7/3n2Pp/1p6/1P3pP1/PB1pbP2/1B4K1/R4R2,0,0,0,140
3N4/3b4/1p3k2/p2Pp3/4P3/6P1/5K2/8,1,0,0,-45
1kr5/p7/1qb1P3/3p1p2/5P2/P1Q5/2P3PP/2B1K2R,0,0,0,76
r3kbnr/pp3ppp/1qn1p3/2ppP3/N2P1B2/5N2/PPP2PPP/R2QR1K1,0,1,0,75
2r1r2k/8/6Q1/4N3/P3R3/1q5P/5PP1/6K1,0,0,0,10
8/3B4/8/7P/3K4/8/6k1/8,1,0,0,8
8/4k3/8/1B6/8/8/4N3/4K3,0,0,0,175
2b5/1p6/p2r1k2/4Rp1p/2B2P2/8/PPK3P1/8,1,0,0,0
r4k1r/1p2pp2/p1npbnpb/6Qp/3NP2P/2N5/PPP1BPP1/2KR2R1,0,0,0,15
7K/8/8/8/Q7/8/1p6/2k5,1,0,0,20
8/8/3k4/3B4/3KN3/8/8/8,0,0,0,19
4QK2/1k6/1p6/pBn5/P7/8/8/2r2q2,1,0,0,-4
rnbqkb1r/ppp2ppp/4pn2/3p4/2PP4/5N2/PP2PPPP/RNBQKB1R,1,1,0,17
5k2/p1p2pp1/7p/2r5/8/1P3P2/PBP3PP/1K6,1,0,0,1013
8/8/1K6/8/P1k5/8/5r2/8,0,0,0,-14
8/4QK2/3k4/8/8/8/8/8,0,0,0,6
r1bqkb1r/pppp1ppp/3n4/1B2R3/8/8/PPPP1PPP/RNBQ2K1,0,1,0,24
r4rk1/pppnnppp/3b4/P2P4/3P1pbq/2N2N2/1PP1K1PP/R1BQ1B1R,0,0,0,-362
8/8/8/8/2qk4/K7/1N6/8,0,0,0,-7
1r1n1rk1/ppq2p2/2b2bp1/2pB3p/2P4P/4P3/PBQ2PP1/1R3RK1,1,0,0,2
8/p1k3p1/P3p3/1Pp1n1p1/2P1pp2/2K1P1PP/4BP2/8,1,0,0,348
r2q1rk1/pp1bb1pp/2n2p2/3pPp2/3P4/5N2/PPN2PPP/R1BQR1K1,0,0,0,23
7r/p3kp2/2p1pp2/2p2B2/5q2/8/PPPP4/R1BQR1K1,0,0,0,-4
8/8/3k4/1B6/8/8/4N3/4K3,1,0,0,9605
r3r1k1/ppp2p1p/3b2p1/5b2/3N4/2P1B3/PP3PPP/R3R1K1,0,0,0,-26
r5k1/1b2rpp1/p7/1p1P3Q/1P6/P7/1b4PP/5RK1,1,0,0,-406
3qrk1Q/p1r2pp1/1p2pb2/nP1bN3/3PN3/P6R/5PPP/R5K1,0,0,0,-406
k1r5/p7/1qb1P3/3p1p2/5P2/P1Q5/2P3PP/2B1K2R,1,0,0,73
8/3k4/8/3B4/3KN3/8/8/8,1,0,0,19
r2qkb1r/ppp1pppp/2n2n2/3p4/3P1Bb1/4PN2/PPPN1PPP/R2QKB1R,0,1,0,26
r1bq1rk1/4bppp/p1n5/1p1p4/3P4/1B3N1P/PP3PP1/R1BQR1K1,0,0,0,17
rnbqk2r/pp2ppbp/3p1np1/2pP4/2P1P3/5P2/PP4PP/RNBQKBNR,1,1,0,30
7Q/3B4/8/8/3K4/8/8/4k3,0,0,0,4
2bq1rk1/2b1npp1/r4n1p/3pN3/p1pP3B/2P2Q1P/P1B2PP1/R3RNK1,0,0,0,15
8/4QK2/2k5/8/8/8/8/8,1,0,0,6
rnbqkbnr/ppp2ppp/3p4/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R,1,1,0,48
r1bqk1nr/pp2ppbp/2np2p1/2p5/4P3/2N3P1/PPPPNPBP/R1BQ1RK1,0,1,0,0
r2q1r1k/pbp3pp/1p1b2N1/5p2/2B5/P3PPn1/1P3P1P/2RQK2R,0,1,0,2
r1bnk1nr/ppp3pp/4pp2/2b5/2B1P3/5N2/PPP2PPP/RNB1K2R,0,1,0,-7
r1bqk2r/ppppbppp/3n4/1B2R3/8/8/PPPP1PPP/RNBQ2K1,1,1,0,10
8/1pB5/p1p5/5k2/PP5r/2PK2p1/8/8,1,0,0,-803
r2r2k1/4q2p/2p1b1pB/p1Pn1pN1/Rb2p2P/5QP1/4PPB1/2R3K1,1,0,0,-73
2b5/1p6/p2r1k2/4Rp1p/2B2P2/2K5/PP4P1/8,0,0,0,0
3qr2Q/p1r1kpp1/1p2pb2/nP1bN3/3PN3/P6R/5PPP/R5K1,1,0,0,-392
8/8/8/8/3k4/K1q5/1N6/8,1,0,0,-6
8/p1k3p1/P3p3/1Pp1n1p1/2P1ppB1/2K1P1PP/5P2/8,0,0,0,0
4QK2/1k6/1p6/p1n5/P7/8/8/2r2B2,0,0,0,-6
r3kbnr/pp3ppp/2n1p3/2ppP3/Nq1P1B2/2P2N2/PP3PPP/R2QR1K1,0,1,0,113
rnb1kb1r/ppp1pp1p/5np1/3q4/3P4/2NQ4/PP2PPPP/R1B1KBNR,0,1,0,50
rnb1kbnr/ppp1pppp/8/4q3/8/2N5/PPPPBPPP/R1BQK1NR,0,1,0,67
r2q1r1k/pbp3p1/1p1b2p1/5p2/2B5/P3PPn1/1P3P1P/2RQK2R,1,1,0,2
2k5/8/1K6/8/8/8/8/3R4,0,0,0,1
8/6PK/5k2/8/8/8/8/6r1,1,0,0,0
k1r5/p7/1qb1P3/3p1p2/5P2/P1Q5/1BP3PP/4K2R,0,0,0,82
8/8/3k4/8/8/2BBK3/8/8,1,0,0,13
r2r2k1/4q2p/2p1b1pB/p1Pn1pN1/Rb2p2P/1Q4P1/4PPB1/2R3K1,0,0,0,-96
r4rk1/pp1nnppp/3b4/P1pP4/3P1pbq/2N2N2/1PP1K1PP/R1BQ1B1R,1,0,1,-373
4QK2/1k6/1p6/p1n5/P7/8/8/5r2,1,0,0,-5
4r2k/8/6Q1/4N3/P3R3/1q5P/5PP1/2r3K1,1,0,0,10
r1bqk2r/pp2bppp/4pn2/n5B1/2pP4/2N2N2/PP2BPPP/R2Q1RK1,1,1,0,-12
r2q1rk1/1pp2pp1/1pnpbn1p/4p3/2B1P2B/P2P4/1PPN1PPP/R2QK2R,0,1,0,10
q5k1/5pp1/8/1pb1P3/2p4p/2P2r1P/1P3PQ1/1N3R1K,0,0,0,-13
r2qr1k1/5pp1/p2pb2p/nppN4/4PQ2/1B4RP/PPP2PP1/R5K1,0,0,0,-3
3rqrk1/p1p2ppp/2P2n2/8/8/2P5/P1P1bPPP/R1B1QRK1,1,0,0,-468
5k2/p1p2pp1/7p/2r5/8/BP3P2/P1P3PP/1K6,0,0,0,902
1k6/8/1K6/8/8/8/8/3R4,1,0,0,1
rnbq1rk1/ppppppbp/5np1/6B1/3P4/3BPN2/PPP2PPP/RN1QK2R,0,1,0,0
1R6/4q1pk/5pn1/b2pB1Pp/2pP2b1/p1P5/P1B1rPP1/1Q3NK1,0,0,0,339
r3kbnr/pp3ppp/2n1p3/2ppP3/Nq1P1B2/5N2/PPP2PPP/R2QR1K1,1,1,0,122
2r2k1r/1p2pp2/p2pb3/5pPp/3RP3/2N2R2/PPP1B1n1/2K5,1,0,0,64
8/8/8/8/3k4/2q5/KN6/8,0,0,0,-6
4Q1K1/1k6/1p6/p1n5/P7/8/8/5r2,0,0,0,-5
2bq1rk1/2b2pp1/r1n2n1p/pp1pN3/2pP3B/2P4P/PPBN1PP1/R2QR1K1,1,0,0,74
1R6/4q1pk/6n1/b2pp1Pp/2pP2b1/p1P5/P1B1rPP1/1Q3NK1,1,0,0,1
8/2n5/2k5/8/2K2Q2/8/8/8,1,0,0,11
4r2k/8/6Q1/4N3/P3R3/1q5P/5PPK/2r5,0,0,0,9
5N2/1p6/7k/p3Ppp1/P3b3/6KP/6P1/8,1,0,0,-303
6k1/3qb1pp/4p3/ppp1P3/8/2PP1Q2/PP4PP/5RK1,1,0,0,3
8/8/8/8/5k2/5p2/5K2/8,0,0,0,0
r1bqk2r/ppp2ppp/2np1n2/2b1p3/2B1P3/2NP3P/PPP2PP1/R1BQK1NR,1,1,0,20
k1r5/pb6/1q2P3/3p1p2/3Q1P2/P7/1BP3PP/4K2R,0,0,0,82
2r2k1r/1p2pp2/p2pbnpb/6Qp/3RPP1P/2N5/PPP1B1P1/2K3R1,0,0,0,45
5k2/2p2pp1/p6p/2r5/8/BP3P2/P1P3PP/1K6,1,0,0,777
7K/8/8/8/8/Q7/1pk5/8,1,0,0,21
2r2k1r/1p2pp2/p2pb3/5PPp/3R4/2N2R2/PPP1B1n1/2K5,0,0,0,72
5rk1/3Q1p2/6p1/P5r1/R1q1n3/7B/7P/5R1K,0,0,0,-2
1Kb5/2Pnk3/2B5/4Bppp/8/p5P1/4PP1P/8,1,0,0,564
r1kr4/p1p1b3/4q3/1p4B1/1n4p1/1PK5/P1P2PPP/R7,0,0,0,-1
r2q1rk1/4bppp/p1n1b3/1p1p4/3P4/1B3N1P/PP3PP1/R1BQR1K1,1,0,0,20
6k1/1b3ppp/pb2p3/1p2P3/1P2BPnP/P1r5/1B1rQ2P/R4R1K,1,0,0,-7
rnbqk2r/ppp2ppp/5n2/2bp4/3NP3/2N5/PPP2PPP/R1BQKB1R,1,1,0,27
4Q1K1/1k6/1p6/p1n5/P4r2/8/8/8,1,0,0,-7
8/4k3/8/8/8/4PK2/8/8,0,0,0,0
8/5k2/1p6/p2Pp1N1/b3P3/6P1/5K2/8,0,0,0,-433
8/5ppk/6n1/R5P1/2p3bp/p3b3/P1B1N1P1/5K2,0,0,0,201
r3k2r/1p2p3/p2ppnpb/4n1Qp/5P1P/1NN5/PPP3P1/2KR2R1,0,1,0,284
4k3/1p6/2p1p3/p1Pp4/P2PpP1p/1P2P1rP/5K2/6R1,0,0,0,-232
k1r5/pb6/2q1P3/3p1p2/3Q1P2/P7/1BP3PP/4K2R,1,0,0,84
5N2/1p6/4P2k/p4pp1/P3b3/6KP/6P1/8,0,0,0,-435
R4nk1/6p1/8/5pb1/P1pN2bp/8/2B3P1/5K2,0,0,0,382
8/8/8/8/1q1k4/8/KN6/8,1,0,0,-5
8/8/8/8/4k3/5p2/5K2/8,1,0,0,0
r3k1nr/1ppq2pp/p1pb1p2/4p3/3PP1b1/2P2N2/PP1N1PPP/R1BQR1K1,0,1,0,11
r3kbnr/pp3ppp/2n1p3/q1ppP3/N2P1B2/2P2N2/PP3PPP/R2QR1K1,1,1,0,123
r1bqk2r/pp2bppp/2nppn2/2p5/2B1P3/2NP1N2/PPP2PPP/R1BQR1K1,0,1,0,-10
4k3/8/8/8/4P3/8/8/4K3,0,0,0,0
r2q1rk1/pp2bpp1/2p1pn1p/P2n4/2NP3B/2NQP3/1P3PPP/R3K2R,1,1,0,-2
r2q1rk1/pb1nbpp1/1p2pn1p/2p5/2PPNB2/5NP1/PPQ2PBP/R2R2K1,1,0,0,75
1rb2rk1/3nppbp/p2p2p1/Q1p5/2BPP3/5P2/PP4PP/1KN4R,0,0,0,-157
8/p1k3p1/P3p3/1Pp1n3/2P1pP2/2K4P/4BP2/8,0,0,0,456
8/8/1p3k2/p2Pp1N1/b3P3/6P1/5K2/8,1,0,0,-461
r3r1k1/pppb1p1p/3b2p1/8/3N4/2P1B3/PP3PPP/R3R1K1,1,0,0,-18
8/3B4/8/8/8/2K1k3/7P/8,1,0,0,13
r4rk1/3nppbp/b2p1np1/q1pP4/8/2N2NP1/PP1BPPBP/R2QR1K1,0,0,0,37
r2qnrk1/bp1b4/p1p1n2p/2p1Npp1/1P6/P2P2P1/1B1NPPBP/2RQ1RK1,0,0,0,219
r5k1/1b2rpp1/p2P4/1p5Q/1P1b4/P7/6PP/5RK1,1,0,0,-406
6r1/p3kp2/2p1pp2/2p2B2/5q2/8/PPPP4/R1BQR1K1,1,0,0,-11
8/8/8/3k4/B7/8/4N3/4K3,1,0,0,9605
6K1/1k2Q3/1p6/p1n5/P4r2/8/8/8,0,0,0,-7
8/8/4np2/4pk1p/RN5P/PPr1KP2/8/8,1,0,0,-224
7r/1p4k1/p1bR1r2/2P2p2/5P1p/3B4/PP4P1/3KR3,1,0,0,121
1Q6/6kp/8/PB6/3Pb3/7P/6P1/6K1,0,0,0,7
r5k1/1b1nqpbp/5np1/1p2p3/4P3/3BBNNP/1P1Q1PP1/3R2K1,0,0,0,52
2kr2nr/1ppq2pp/p1pb1p2/4p3/3PP1b1/2P2N2/PP1N1PPP/R1BQR1K1,1,0,0,8
7K/8/8/8/8/8/Qp6/2k5,1,0,0,20
k1r5/pb6/2q1P3/3p1p2/3Q1P2/P7/1BP3PP/4KR2,0,0,0,109
rnbqkb1r/ppp1pppp/5n2/3p2B1/3P4/2N5/PPP1PPPP/R2QKBNR,0,1,0,-19
